Unprojected (Latitude/Longitude)|Unprojected (Latitude/Longitude)|+proj=longlat +ellps=WGS84 +no_defs|GEOGCS["WGS 84",DATUM["unknown",SPHEROID["WGS84",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]]|GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137.0,298.257223563]],PRIMEM["Greenwich",0.0],UNIT["Degree",0.0174532925199433]]|
State Plane - 1983|Nevada, West|+proj=tmerc +ellps=GRS80 +lon_0=-118.583333333333 +lat_0=34.75 +k=0.99990000000000 +x_0=800000.0 +y_0=4000000.0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",34.75],PARAMETER["central_meridian",-118.583333333333],PARAMETER["scale_factor",0.9999],PARAMETER["false_easting",800000],PARAMETER["false_northing",4000000]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",34.75],PARAMETER["central_meridian",-118.583333333333],PARAMETER["scale_factor",0.9999],PARAMETER["false_easting",800000],PARAMETER["false_northing",4000000]]|
State Plane - 1983|Delaware|+proj=tmerc +ellps=GRS80 +lon_0=-75.416666666666 +lat_0=38 +k=0.99999500000000 +x_0=200000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",38],PARAMETER["central_meridian",-75.416666666666],PARAMETER["scale_factor",0.999995],PARAMETER["false_easting",200000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",38],PARAMETER["central_meridian",-75.416666666666],PARAMETER["scale_factor",0.999995],PARAMETER["false_easting",200000],PARAMETER["false_northing",0]]|
State Plane - 1983|Idaho, East|+proj=tmerc +ellps=GRS80 +lon_0=-112.16666666666 +lat_0=41.6666666666 +k=0.99994736842105 +x_0=200000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",41.6666666666],PARAMETER["central_meridian",-112.16666666666],PARAMETER["scale_factor",0.99994736842105],PARAMETER["false_easting",200000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",41.6666666666],PARAMETER["central_meridian",-112.16666666666],PARAMETER["scale_factor",0.99994736842105],PARAMETER["false_easting",200000],PARAMETER["false_northing",0]]|
State Plane - 1983|Samoa (1927)|+proj=lcc +ellps=clrk66 +lon_0=-170 +lat_0=-14.26666666666 +lat_1=-14.26666666666 +lat_2=-14.26666666666 +x_0=152400.30480060962145 +y_0=0|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_1SP"],PARAMETER["latitude_of_origin",-14.26666666666],PARAMETER["central_meridian",-170],PARAMETER["scale_factor",1],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["Clarke 1866",DATUM["unknown",SPHEROID["clrk66",6378206.4,294.9786982139006]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_1SP"],PARAMETER["latitude_of_origin",-14.26666666666],PARAMETER["central_meridian",-170],PARAMETER["scale_factor",1],PARAMETER["false_easting",152400.3048006096],PARAMETER["false_northing",0]]|
State Plane - 1983|Mississippi, West|+proj=tmerc +ellps=GRS80 +lon_0=-90.3333333333 +lat_0=29.5 +k=0.99995000000000 +x_0=700000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",29.5],PARAMETER["central_meridian",-90.3333333333],PARAMETER["scale_factor",0.99995],PARAMETER["false_easting",700000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",29.5],PARAMETER["central_meridian",-90.3333333333],PARAMETER["scale_factor",0.99995],PARAMETER["false_easting",700000],PARAMETER["false_northing",0]]|
State Plane - 1983|South Dakota, North|+proj=lcc +ellps=GRS80 +lon_0=-100 +lat_0=43.83333333333 +lat_1=44.416666666666 +lat_2=45.683333333333 +x_0=600000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",44.416666666666],PARAMETER["standard_parallel_2",45.683333333333],PARAMETER["latitude_of_origin",43.83333333333],PARAMETER["central_meridian",-100],PARAMETER["false_easting",600000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",44.416666666666],PARAMETER["standard_parallel_2",45.683333333333],PARAMETER["latitude_of_origin",43.83333333333],PARAMETER["central_meridian",-100],PARAMETER["false_easting",600000],PARAMETER["false_northing",0]]|
State Plane - 1983|Washington, North|+proj=lcc +ellps=GRS80 +lon_0=-120.833333333333 +lat_0=46 +lat_1=47.5 +lat_2=48.73333333333 +x_0=500000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",47.5],PARAMETER["standard_parallel_2",48.73333333333],PARAMETER["latitude_of_origin",46],PARAMETER["central_meridian",-120.833333333333],PARAMETER["false_easting",500000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",47.5],PARAMETER["standard_parallel_2",48.73333333333],PARAMETER["latitude_of_origin",46],PARAMETER["central_meridian",-120.833333333333],PARAMETER["false_easting",500000],PARAMETER["false_northing",0]]|
State Plane - 1983|Utah, Central|+proj=lcc +ellps=GRS80 +lon_0=-111.5 +lat_0=38.3333333333 +lat_1=39.016666666666 +lat_2=40.64 +x_0=500000.0 +y_0=2000000.0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",39.016666666666],PARAMETER["standard_parallel_2",40.64],PARAMETER["latitude_of_origin",38.3333333333],PARAMETER["central_meridian",-111.5],PARAMETER["false_easting",500000],PARAMETER["false_northing",2000000]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",39.016666666666],PARAMETER["standard_parallel_2",40.64],PARAMETER["latitude_of_origin",38.3333333333],PARAMETER["central_meridian",-111.5],PARAMETER["false_easting",500000],PARAMETER["false_northing",2000000]]|
State Plane - 1983|Iowa, North|+proj=lcc +ellps=GRS80 +lon_0=-93.5 +lat_0=41.5 +lat_1=42.06666666666 +lat_2=43.26666666666 +x_0=1500000.0 +y_0=1000000.0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",42.06666666666],PARAMETER["standard_parallel_2",43.26666666666],PARAMETER["latitude_of_origin",41.5],PARAMETER["central_meridian",-93.5],PARAMETER["false_easting",1500000],PARAMETER["false_northing",1000000]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",42.06666666666],PARAMETER["standard_parallel_2",43.26666666666],PARAMETER["latitude_of_origin",41.5],PARAMETER["central_meridian",-93.5],PARAMETER["false_easting",1500000],PARAMETER["false_northing",1000000]]|
State Plane - 1983|Maine, East|+proj=tmerc +ellps=GRS80 +lon_0=-68.5 +lat_0=43.6666666666 +k=0.99990000000000 +x_0=300000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",43.6666666666],PARAMETER["central_meridian",-68.5],PARAMETER["scale_factor",0.9999],PARAMETER["false_easting",300000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",43.6666666666],PARAMETER["central_meridian",-68.5],PARAMETER["scale_factor",0.9999],PARAMETER["false_easting",300000],PARAMETER["false_northing",0]]|
State Plane - 1983|Connecticut|+proj=lcc +ellps=GRS80 +lon_0=-72.74 +lat_0=40.83333333333 +lat_1=41.1 +lat_2=41.86666666666 +x_0=304800.6096 +y_0=152400.3048|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",41.1],PARAMETER["standard_parallel_2",41.86666666666],PARAMETER["latitude_of_origin",40.83333333333],PARAMETER["central_meridian",-72.74],PARAMETER["false_easting",304800.6096],PARAMETER["false_northing",152400.3048]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",41.1],PARAMETER["standard_parallel_2",41.86666666666],PARAMETER["latitude_of_origin",40.83333333333],PARAMETER["central_meridian",-72.74],PARAMETER["false_easting",304800.6096],PARAMETER["false_northing",152400.3048]]|
State Plane - 1983|Maine, West|+proj=tmerc +ellps=GRS80 +lon_0=-70.16666666666 +lat_0=42.83333333333 +k=0.99996666666667 +x_0=900000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",42.83333333333],PARAMETER["central_meridian",-70.16666666666001],PARAMETER["scale_factor",0.99996666666667],PARAMETER["false_easting",900000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",42.83333333333],PARAMETER["central_meridian",-70.16666666666001],PARAMETER["scale_factor",0.99996666666667],PARAMETER["false_easting",900000],PARAMETER["false_northing",0]]|
State Plane - 1983|Arizona, West|+proj=tmerc +ellps=GRS80 +lon_0=-113.75 +lat_0=30 +k=0.99993333333333 +x_0=213360.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-113.75],PARAMETER["scale_factor",0.99993333333333],PARAMETER["false_easting",213360],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-113.75],PARAMETER["scale_factor",0.99993333333333],PARAMETER["false_easting",213360],PARAMETER["false_northing",0]]|
State Plane - 1983|Missouri, Central|+proj=tmerc +ellps=GRS80 +lon_0=-92.4 +lat_0=35.83333333333 +k=0.99993333333333 +x_0=500000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",35.83333333333],PARAMETER["central_meridian",-92.4],PARAMETER["scale_factor",0.99993333333333],PARAMETER["false_easting",500000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",35.83333333333],PARAMETER["central_meridian",-92.4],PARAMETER["scale_factor",0.99993333333333],PARAMETER["false_easting",500000],PARAMETER["false_northing",0]]|
State Plane - 1983|New York, West|+proj=tmerc +ellps=GRS80 +lon_0=-78.583333333333 +lat_0=39 +k=0.99993750000000 +x_0=350000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",39],PARAMETER["central_meridian",-78.583333333333],PARAMETER["scale_factor",0.9999375],PARAMETER["false_easting",350000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",39],PARAMETER["central_meridian",-78.583333333333],PARAMETER["scale_factor",0.9999375],PARAMETER["false_easting",350000],PARAMETER["false_northing",0]]|
State Plane - 1983|Iowa, South|+proj=lcc +ellps=GRS80 +lon_0=-93.5 +lat_0=39 +lat_1=40.616666666666 +lat_2=41.783333333333 +x_0=500000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",40.616666666666],PARAMETER["standard_parallel_2",41.783333333333],PARAMETER["latitude_of_origin",39],PARAMETER["central_meridian",-93.5],PARAMETER["false_easting",500000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",40.616666666666],PARAMETER["standard_parallel_2",41.783333333333],PARAMETER["latitude_of_origin",39],PARAMETER["central_meridian",-93.5],PARAMETER["false_easting",500000],PARAMETER["false_northing",0]]|
State Plane - 1983|Utah, South|+proj=lcc +ellps=GRS80 +lon_0=-111.5 +lat_0=36.6666666666 +lat_1=37.216666666666 +lat_2=38.35 +x_0=500000.0 +y_0=3000000.0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",37.216666666666],PARAMETER["standard_parallel_2",38.35],PARAMETER["latitude_of_origin",36.6666666666],PARAMETER["central_meridian",-111.5],PARAMETER["false_easting",500000],PARAMETER["false_northing",3000000]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",37.216666666666],PARAMETER["standard_parallel_2",38.35],PARAMETER["latitude_of_origin",36.6666666666],PARAMETER["central_meridian",-111.5],PARAMETER["false_easting",500000],PARAMETER["false_northing",3000000]]|
State Plane - 1983|New Hampshire|+proj=tmerc +ellps=GRS80 +lon_0=-71.6666666666 +lat_0=42.5 +k=0.99996666666667 +x_0=300000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",42.5],PARAMETER["central_meridian",-71.66666666659999],PARAMETER["scale_factor",0.99996666666667],PARAMETER["false_easting",300000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",42.5],PARAMETER["central_meridian",-71.66666666659999],PARAMETER["scale_factor",0.99996666666667],PARAMETER["false_easting",300000],PARAMETER["false_northing",0]]|
State Plane - 1983|Colorado, Central|+proj=lcc +ellps=GRS80 +lon_0=-105.5 +lat_0=37.83333333333 +lat_1=38.45 +lat_2=39.75 +x_0=914401.8289 +y_0=304800.6096|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",38.45],PARAMETER["standard_parallel_2",39.75],PARAMETER["latitude_of_origin",37.83333333333],PARAMETER["central_meridian",-105.5],PARAMETER["false_easting",914401.8289],PARAMETER["false_northing",304800.6096]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",38.45],PARAMETER["standard_parallel_2",39.75],PARAMETER["latitude_of_origin",37.83333333333],PARAMETER["central_meridian",-105.5],PARAMETER["false_easting",914401.8289],PARAMETER["false_northing",304800.6096]]|
State Plane - 1983|New York, Central|+proj=tmerc +ellps=GRS80 +lon_0=-76.583333333333 +lat_0=39 +k=0.99993750000000 +x_0=250000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",39],PARAMETER["central_meridian",-76.583333333333],PARAMETER["scale_factor",0.9999375],PARAMETER["false_easting",250000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",39],PARAMETER["central_meridian",-76.583333333333],PARAMETER["scale_factor",0.9999375],PARAMETER["false_easting",250000],PARAMETER["false_northing",0]]|
State Plane - 1983|Idaho, West|+proj=tmerc +ellps=GRS80 +lon_0=-115.75 +lat_0=41.6666666666 +k=0.99993333333333 +x_0=800000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",41.6666666666],PARAMETER["central_meridian",-115.75],PARAMETER["scale_factor",0.99993333333333],PARAMETER["false_easting",800000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",41.6666666666],PARAMETER["central_meridian",-115.75],PARAMETER["scale_factor",0.99993333333333],PARAMETER["false_easting",800000],PARAMETER["false_northing",0]]|
State Plane - 1983|Texas, Central|+proj=lcc +ellps=GRS80 +lon_0=-100.3333333333 +lat_0=29.6666666666 +lat_1=30.116666666666 +lat_2=31.883333333333 +x_0=700000.0 +y_0=3000000.0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",30.116666666666],PARAMETER["standard_parallel_2",31.883333333333],PARAMETER["latitude_of_origin",29.6666666666],PARAMETER["central_meridian",-100.3333333333],PARAMETER["false_easting",700000],PARAMETER["false_northing",3000000]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",30.116666666666],PARAMETER["standard_parallel_2",31.883333333333],PARAMETER["latitude_of_origin",29.6666666666],PARAMETER["central_meridian",-100.3333333333],PARAMETER["false_easting",700000],PARAMETER["false_northing",3000000]]|
State Plane - 1983|Georgia, West|+proj=tmerc +ellps=GRS80 +lon_0=-84.16666666666 +lat_0=30 +k=0.99990000000000 +x_0=700000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-84.16666666666001],PARAMETER["scale_factor",0.9999],PARAMETER["false_easting",700000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",30],PARAMETER["central_meridian",-84.16666666666001],PARAMETER["scale_factor",0.9999],PARAMETER["false_easting",700000],PARAMETER["false_northing",0]]|
State Plane - 1983|Colorado, South|+proj=lcc +ellps=GRS80 +lon_0=-105.5 +lat_0=36.6666666666 +lat_1=37.23333333333 +lat_2=38.43333333333 +x_0=914401.8289 +y_0=304800.6096|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",37.23333333333],PARAMETER["standard_parallel_2",38.43333333333],PARAMETER["latitude_of_origin",36.6666666666],PARAMETER["central_meridian",-105.5],PARAMETER["false_easting",914401.8289],PARAMETER["false_northing",304800.6096]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",37.23333333333],PARAMETER["standard_parallel_2",38.43333333333],PARAMETER["latitude_of_origin",36.6666666666],PARAMETER["central_meridian",-105.5],PARAMETER["false_easting",914401.8289],PARAMETER["false_northing",304800.6096]]|
State Plane - 1983|Ohio, North|+proj=lcc +ellps=GRS80 +lon_0=-82.5 +lat_0=39.6666666666 +lat_1=40.43333333333 +lat_2=41.7 +x_0=600000.0 +y_0=0|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",40.43333333333],PARAMETER["standard_parallel_2",41.7],PARAMETER["latitude_of_origin",39.6666666666],PARAMETER["central_meridian",-82.5],PARAMETER["false_easting",600000],PARAMETER["false_northing",0]]|PROJCS["unnamed",GEOGCS["GRS 1980(IUGG, 1980)",DATUM["unknown",SPHEROID["GRS80",6378137,298.257222101]],PRIMEM["Greenwich",0],UNIT["degree",0.0174532925199433]],PROJECTION["Lambert_Conformal_Conic_2SP"],PARAMETER["standard_parallel_1",40.43333333333],PARAMETER["standard_parallel_2",41.7],PARAMETER["latitude_of_origin",39.6666666666],PARAMETER["central_meridian",-82.5],PARAMETER["false_easting",600000],PARAMETER["false_northing",0]]|
